M,p0_p,rho0_rho,T0_T,A_Astar
4.006,153.0542901,36.35833056,4.2096072,10.77630904
4.008,153.4626045,36.42758693,4.2128128,10.79555646
4.01,153.8719007,36.49695701,4.21602,10.81483447
4.012,154.2821808,36.56644097,4.2192288,10.83414312
4.014,154.6934469,36.63603894,4.2224392,10.85348244
4.016,155.1057011,36.70575107,4.2256512,10.87285248
4.018,155.5189453,36.77557752,4.2288648,10.89225328
4.02,155.9331817,36.84551844,4.23208,10.91168486
4.022,156.3484123,36.91557397,4.2352968,10.93114728
4.024,156.7646392,36.98574426,4.2385152,10.95064057
4.026,157.1818645,37.05602946,4.2417352,10.97016478
4.028,157.6000903,37.12642973,4.2449568,10.98971993
4.03,158.0193187,37.19694521,4.24818,11.00930607
4.032,158.4395517,37.26757605,4.2514048,11.02892324
4.034,158.8607914,37.3383224,4.2546312,11.04857148
4.036,159.28304,37.40918442,4.2578592,11.06825082
4.038,159.7062996,37.48016224,4.2610888,11.08796131
4.04,160.1305721,37.55125604,4.26432,11.10770299
4.042,160.5558599,37.62246594,4.2675528,11.12747589
4.044,160.9821649,37.69379212,4.2707872,11.14728006
4.046,161.4094893,37.76523471,4.2740232,11.16711553
4.048,161.8378352,37.83679386,4.2772608,11.18698235
4.05,162.2672047,37.90846974,4.2805,11.20688055
4.052,162.6976,37.98026248,4.2837408,11.22681017
4.054,163.1290231,38.05217225,4.2869832,11.24677126
4.056,163.5614763,38.12419919,4.2902272,11.26676384
4.058,163.9949617,38.19634345,4.2934728,11.28678798
4.06,164.4294813,38.26860519,4.29672,11.30684369
4.062,164.8650374,38.34098457,4.2999688,11.32693103
4.064,165.3016321,38.41348172,4.3032192,11.34705003
4.066,165.7392675,38.48609681,4.3064712,11.36720073
4.068,166.1779458,38.55882998,4.3097248,11.38738317
4.07,166.6176692,38.63168139,4.31298,11.4075974
4.072,167.0584398,38.7046512,4.3162368,11.42784344
4.074,167.5002598,38.77773955,4.3194952,11.44812135
4.076,167.9431314,38.85094659,4.3227552,11.46843116
4.078,168.3870567,38.92427249,4.3260168,11.48877292
4.08,168.832038,38.99771739,4.32928,11.50914665
4.082,169.2780773,39.07128146,4.3325448,11.52955241
4.084,169.7251769,39.14496483,4.3358112,11.54999024
4.086,170.173339,39.21876767,4.3390792,11.57046016
4.088,170.6225658,39.29269013,4.3423488,11.59096223
4.09,171.0728595,39.36673236,4.34562,11.61149648
4.092,171.5242222,39.44089452,4.3488928,11.63206296
4.094,171.9766562,39.51517676,4.3521672,11.6526617
4.096,172.4301637,39.58957924,4.3554432,11.67329275
4.098,172.8847469,39.66410211,4.3587208,11.69395614
4.1,173.340408,39.73874552,4.362,11.71465192
4.102,173.7971492,39.81350964,4.3652808,11.73538013
4.104,174.2549728,39.88839461,4.3685632,11.7561408
4.106,174.713881,39.96340059,4.3718472,11.77693398
4.108,175.173876,40.03852774,4.3751328,11.79775971
4.11,175.63496,40.11377621,4.37842,11.81861803
4.112,176.0971354,40.18914616,4.3817088,11.83950898
4.114,176.5604043,40.26463775,4.3849992,11.8604326
4.116,177.024769,40.34025112,4.3882912,11.88138893
4.118,177.4902317,40.41598644,4.3915848,11.90237802
4.12,177.9567947,40.49184385,4.39488,11.9233999
4.122,178.4244603,40.56782353,4.3981768,11.94445461
4.124,178.8932307,40.64392562,4.4014752,11.9655422
4.126,179.3631081,40.72015028,4.4047752,11.98666271
4.128,179.8340949,40.79649767,4.4080768,12.00781617
4.13,180.3061934,40.87296795,4.41138,12.02900263
4.132,180.7794057,40.94956126,4.4146848,12.05022213
4.134,181.2537342,41.02627778,4.4179912,12.07147471
4.136,181.7291812,41.10311765,4.4212992,12.09276042
4.138,182.2057489,41.18008104,4.4246088,12.11407929
4.14,182.6834397,41.25716809,4.42792,12.13543136
4.142,183.1622559,41.33437898,4.4312328,12.15681668
4.144,183.6421997,41.41171385,4.4345472,12.17823528
4.146,184.1232735,41.48917286,4.4378632,12.19968722
4.148,184.6054795,41.56675618,4.4411808,12.22117252
4.15,185.0888201,41.64446396,4.4445,12.24269124
4.152,185.5732976,41.72229636,4.4478208,12.26424341
4.154,186.0589143,41.80025354,4.4511432,12.28582907
4.156,186.5456726,41.87833566,4.4544672,12.30744827
4.158,187.0335747,41.95654287,4.4577928,12.32910105
4.16,187.5226231,42.03487534,4.46112,12.35078745
4.162,188.01282,42.11333322,4.4644488,12.37250751
4.164,188.5041677,42.19191668,4.4677792,12.39426127
4.166,188.9966687,42.27062587,4.4711112,12.41604877
4.168,189.4903253,42.34946095,4.4744448,12.43787007
4.17,189.9851398,42.42842208,4.47778,12.45972519
4.172,190.4811146,42.50750943,4.4811168,12.48161418
4.174,190.9782521,42.58672314,4.4844552,12.50353708
4.176,191.4765545,42.66606339,4.4877952,12.52549394
4.178,191.9760243,42.74553034,4.4911368,12.54748479
4.18,192.4766639,42.82512413,4.49448,12.56950968
4.182,192.9784756,42.90484494,4.4978248,12.59156865
4.184,193.4814619,42.98469293,4.5011712,12.61366174
4.186,193.985625,43.06466825,4.5045192,12.635789
4.188,194.4909674,43.14477107,4.5078688,12.65795046
4.19,194.9974915,43.22500154,4.51122,12.68014617
4.192,195.5051996,43.30535984,4.5145728,12.70237617
4.194,196.0140942,43.38584611,4.5179272,12.7246405
4.196,196.5241778,43.46646053,4.5212832,12.74693921
4.198,197.0354526,43.54720325,4.5246408,12.76927234
4.2,197.5479211,43.62807444,4.528,12.79163993
4.202,198.0615857,43.70907425,4.5313608,12.81404202
4.204,198.5764488,43.79020286,4.5347232,12.83647865
4.206,199.092513,43.87146041,4.5380872,12.85894988
4.208,199.6097805,43.95284709,4.5414528,12.88145573
4.21,200.1282538,44.03436304,4.54482,12.90399625
4.212,200.6479354,44.11600843,4.5481888,12.92657149
4.214,201.1688277,44.19778342,4.5515592,12.94918149
4.216,201.6909332,44.27968818,4.5549312,12.97182629
4.218,202.2142543,44.36172287,4.5583048,12.99450593
4.22,202.7387934,44.44388765,4.56168,13.01722046
4.222,203.2645531,44.52618269,4.5650568,13.03996992
4.224,203.7915357,44.60860815,4.5684352,13.06275435
4.226,204.3197437,44.69116419,4.5718152,13.08557379
4.228,204.8491797,44.77385098,4.5751968,13.10842829
4.23,205.3798461,44.85666868,4.57858,13.13131789
4.232,205.9117453,44.93961746,4.5819648,13.15424263
4.234,206.4448799,45.02269747,4.5853512,13.17720256
4.236,206.9792523,45.1059089,4.5887392,13.20019772
4.238,207.5148651,45.18925189,4.5921288,13.22322816
4.24,208.0517206,45.27272662,4.59552,13.24629391
4.242,208.5898215,45.35633324,4.5989128,13.26939501
4.244,209.1291702,45.44007193,4.6023072,13.29253152
4.246,209.6697693,45.52394285,4.6057032,13.31570348
4.248,210.2116212,45.60794617,4.6091008,13.33891092
4.25,210.7547284,45.69208204,4.6125,13.36215389
4.252,211.2990936,45.77635064,4.6159008,13.38543245
4.254,211.8447191,45.86075214,4.6193032,13.40874661
4.256,212.3916076,45.94528669,4.6227072,13.43209645
4.258,212.9397615,46.02995446,4.6261128,13.45548198
4.26,213.4891835,46.11475563,4.62952,13.47890327
4.262,214.039876,46.19969035,4.6329288,13.50236035
4.264,214.5918416,46.2847588,4.6363392,13.52585326
4.266,215.1450828,46.36996114,4.6397512,13.54938206
4.268,215.6996023,46.45529753,4.6431648,13.57294678
4.27,216.2554025,46.54076815,4.64658,13.59654747
4.272,216.812486,46.62637315,4.6499968,13.62018416
4.274,217.3708554,46.71211272,4.6534152,13.64385692
4.276,217.9305132,46.79798701,4.6568352,13.66756577
4.278,218.4914621,46.8839962,4.6602568,13.69131076
4.28,219.0537046,46.97014045,4.66368,13.71509194
4.282,219.6172433,47.05641992,4.6671048,13.73890935
4.284,220.1820808,47.14283479,4.6705312,13.76276304
4.286,220.7482196,47.22938523,4.6739592,13.78665304
4.288,221.3156624,47.3160714,4.6773888,13.81057941
4.29,221.8844118,47.40289348,4.68082,13.83454218
4.292,222.4544704,47.48985162,4.6842528,13.85854141
4.294,223.0258408,47.576946,4.6876872,13.88257712
4.296,223.5985256,47.66417679,4.6911232,13.90664938
4.298,224.1725274,47.75154416,4.6945608,13.93075822
4.3,224.7478488,47.83904828,4.698,13.95490369
4.302,225.3244925,47.92668931,4.7014408,13.97908583
4.304,225.9024611,48.01446743,4.7048832,14.00330469
4.306,226.4817573,48.1023828,4.7083272,14.02756031
4.308,227.0623836,48.19043559,4.7117728,14.05185273
4.31,227.6443428,48.27862598,4.71522,14.076182
4.312,228.2276374,48.36695414,4.7186688,14.10054817
4.314,228.8122702,48.45542023,4.7221192,14.12495127
4.316,229.3982438,48.54402443,4.7255712,14.14939136
4.318,229.9855607,48.6327669,4.7290248,14.17386848
4.32,230.5742239,48.72164782,4.73248,14.19838267
4.322,231.1642357,48.81066735,4.7359368,14.22293397
4.324,231.7555991,48.89982568,4.7393952,14.24752244
4.326,232.3483166,48.98912296,4.7428552,14.27214811
4.328,232.9423909,49.07855938,4.7463168,14.29681104
4.33,233.5378247,49.16813509,4.74978,14.32151126
4.332,234.1346207,49.25785028,4.7532448,14.34624883
4.334,234.7327816,49.34770512,4.7567112,14.37102378
4.336,235.3323102,49.43769978,4.7601792,14.39583616
4.338,235.933209,49.52783442,4.7636488,14.42068602
4.34,236.5354808,49.61810922,4.76712,14.4455734
4.342,237.1391284,49.70852436,4.7705928,14.47049834
4.344,237.7441545,49.79908001,4.7740672,14.4954609
4.346,238.3505617,49.88977633,4.7775432,14.52046112
4.348,238.9583528,49.98061351,4.7810208,14.54549903
4.35,239.5675306,50.07159171,4.7845,14.5705747
4.352,240.1780977,50.16271111,4.7879808,14.59568815
4.354,240.7900569,50.25397188,4.7914632,14.62083945
4.356,241.403411,50.3453742,4.7949472,14.64602862
4.358,242.0181628,50.43691823,4.7984328,14.67125573
4.36,242.6343149,50.52860416,4.80192,14.69652081
4.362,243.2518701,50.62043214,4.8054088,14.72182391
4.364,243.8708312,50.71240237,4.8088992,14.74716507
4.366,244.491201,50.80451502,4.8123912,14.77254435
4.368,245.1129822,50.89677025,4.8158848,14.79796178
4.37,245.7361776,50.98916824,4.81938,14.82341741
4.372,246.3607901,51.08170917,4.8228768,14.84891129
4.374,246.9868223,51.17439321,4.8263752,14.87444346
4.376,247.614277,51.26722054,4.8298752,14.90001398
4.378,248.2431572,51.36019133,4.8333768,14.92562287
4.38,248.8734655,51.45330575,4.83688,14.9512702
4.382,249.5052048,51.54656399,4.8403848,14.97695601
4.384,250.1383779,51.63996621,4.8438912,15.00268033
4.386,250.7729876,51.7335126,4.8473992,15.02844323
4.388,251.4090367,51.82720332,4.8509088,15.05424474
4.39,252.046528,51.92103856,4.85442,15.08008491
4.392,252.6854644,52.01501849,4.8579328,15.10596378
4.394,253.3258488,52.10914329,4.8614472,15.13188141
4.396,253.9676838,52.20341313,4.8649632,15.15783784
4.398,254.6109724,52.29782819,4.8684808,15.18383311
4.4,255.2557175,52.39238865,4.872,15.20986727
4.402,255.9019218,52.48709468,4.8755208,15.23594037
4.404,256.5495883,52.58194646,4.8790432,15.26205246
4.406,257.1987198,52.67694417,4.8825672,15.28820357
4.408,257.8493191,52.77208798,4.8860928,15.31439376
4.41,258.5013892,52.86737808,4.88962,15.34062307
4.412,259.1549329,52.96281463,4.8931488,15.36689156
4.414,259.809953,53.05839782,4.8966792,15.39319925
4.416,260.4664525,53.15412783,4.9002112,15.41954621
4.418,261.1244343,53.25000483,4.9037448,15.44593248
4.42,261.7839012,53.346029,4.90728,15.47235811
4.422,262.4448562,53.44220053,4.9108168,15.49882313
4.424,263.1073021,53.53851958,4.9143552,15.52532761
4.426,263.7712418,53.63498633,4.9178952,15.55187158
4.428,264.4366784,53.73160098,4.9214368,15.57845509
4.43,265.1036146,53.82836368,4.92498,15.6050782
4.432,265.7720534,53.92527464,4.9285248,15.63174093
4.434,266.4419977,54.02233401,4.9320712,15.65844336
4.436,267.1134505,54.11954199,4.9356192,15.68518551
4.438,267.7864147,54.21689875,4.9391688,15.71196743
4.44,268.4608932,54.31440447,4.94272,15.73878919
4.442,269.1368891,54.41205933,4.9462728,15.76565081
4.444,269.8144051,54.50986351,4.9498272,15.79255235
4.446,270.4934443,54.6078172,4.9533832,15.81949385
4.448,271.1740097,54.70592057,4.9569408,15.84647537
4.45,271.8561041,54.8041738,4.9605,15.87349695
4.452,272.5397307,54.90257707,4.9640608,15.90055863
4.454,273.2248923,55.00113057,4.9676232,15.92766047
4.456,273.9115919,55.09983447,4.9711872,15.95480251
4.458,274.5998325,55.19868896,4.9747528,15.98198479
4.46,275.2896171,55.29769422,4.97832,16.00920738
4.462,275.9809487,55.39685042,4.9818888,16.0364703
4.464,276.6738303,55.49615776,4.9854592,16.06377362
4.466,277.3682648,55.59561641,4.9890312,16.09111738
4.468,278.0642554,55.69522655,4.9926048,16.11850162
4.47,278.761805,55.79498836,4.99618,16.1459264
4.472,279.4609166,55.89490204,4.9997568,16.17339175
4.474,280.1615932,55.99496775,5.0033352,16.20089774
4.476,280.8638379,56.09518569,5.0069152,16.2284444
4.478,281.5676537,56.19555603,5.0104968,16.25603179
4.48,282.2730436,56.29607896,5.01408,16.28365995
4.482,282.9800107,56.39675467,5.0176648,16.31132893
4.484,283.6885581,56.49758332,5.0212512,16.33903878
4.486,284.3986887,56.59856512,5.0248392,16.36678954
4.488,285.1104056,56.69970023,5.0284288,16.39458127
4.49,285.8237119,56.80098885,5.03202,16.42241401
4.492,286.5386107,56.90243116,5.0356128,16.45028781
4.494,287.255105,57.00402733,5.0392072,16.47820272
4.496,287.9731979,57.10577757,5.0428032,16.50615878
4.498,288.6928924,57.20768204,5.0464008,16.53415605
4.5,289.4141917,57.30974094,5.05,16.56219457
4.502,290.1370989,57.41195445,5.0536008,16.5902744
4.504,290.861617,57.51432275,5.0572032,16.61839557
4.506,291.5877492,57.61684603,5.0608072,16.64655813
4.508,292.3154985,57.71952447,5.0644128,16.67476215
4.51,293.0448681,57.82235826,5.06802,16.70300766
4.512,293.775861,57.92534758,5.0716288,16.73129471
4.514,294.5084805,58.02849262,5.0752392,16.75962335
4.516,295.2427295,58.13179357,5.0788512,16.78799363
4.518,295.9786113,58.23525061,5.0824648,16.8164056
4.52,296.716129,58.33886392,5.08608,16.84485931
4.522,297.4552857,58.4426337,5.0896968,16.8733548
4.524,298.1960846,58.54656012,5.0933152,16.90189213
4.526,298.9385287,58.65064338,5.0969352,16.93047134
4.528,299.6826214,58.75488365,5.1005568,16.95909248
4.53,300.4283656,58.85928114,5.10418,16.9877556
4.532,301.1757647,58.96383602,5.1078048,17.01646075
4.534,301.9248217,59.06854848,5.1114312,17.04520798
4.536,302.6755398,59.17341871,5.1150592,17.07399734
4.538,303.4279222,59.2784469,5.1186888,17.10282887
4.54,304.1819722,59.38363323,5.12232,17.13170263
4.542,304.9376928,59.48897789,5.1259528,17.16061866
4.544,305.6950873,59.59448107,5.1295872,17.18957701
4.546,306.4541589,59.70014295,5.1332232,17.21857774
4.548,307.2149107,59.80596373,5.1368608,17.24762089
4.55,307.9773461,59.9119436,5.1405,17.27670651
4.552,308.7414681,60.01808273,5.1441408,17.30583465
4.554,309.5072801,60.12438132,5.1477832,17.33500536
4.556,310.2747852,60.23083956,5.1514272,17.36421869
4.558,311.0439867,60.33745764,5.1550728,17.39347468
4.56,311.8148878,60.44423574,5.15872,17.42277339
4.562,312.5874918,60.55117406,5.1623688,17.45211487
4.564,313.3618019,60.65827279,5.1660192,17.48149917
4.566,314.1378213,60.7655321,5.1696712,17.51092633
4.568,314.9155533,60.87295221,5.1733248,17.54039641
4.57,315.6950012,60.98053328,5.17698,17.56990945
4.572,316.4761682,61.08827552,5.1806368,17.59946551
4.574,317.2590576,61.19617911,5.1842952,17.62906463
4.576,318.0436727,61.30424424,5.1879552,17.65870687
4.578,318.8300167,61.41247111,5.1916168,17.68839227
4.58,319.618093,61.5208599,5.19528,17.71812089
4.582,320.4079049,61.62941081,5.1989448,17.74789276
4.584,321.1994555,61.73812402,5.2026112,17.77770796
4.586,321.9927483,61.84699973,5.2062792,17.80756651
4.588,322.7877865,61.95603813,5.2099488,17.83746848
4.59,323.5845735,62.06523941,5.21362,17.86741391
4.592,324.3831125,62.17460376,5.2172928,17.89740286
4.594,325.183407,62.28413137,5.2209672,17.92743537
4.596,325.9854601,62.39382244,5.2246432,17.95751149
4.598,326.7892753,62.50367715,5.2283208,17.98763128
4.6,327.5948559,62.6136957,5.232,18.01779478
4.602,328.4022052,62.72387829,5.2356808,18.04800205
4.604,329.2113267,62.83422509,5.2393632,18.07825313
4.606,330.0222235,62.94473631,5.2430472,18.10854808
4.608,330.8348991,63.05541215,5.2467328,18.13888694
4.61,331.6493569,63.16625278,5.25042,18.16926977
4.612,332.4656002,63.27725841,5.2541088,18.19969662
4.614,333.2836324,63.38842922,5.2577992,18.23016753
4.616,334.1034569,63.49976542,5.2614912,18.26068256
4.618,334.9250771,63.61126719,5.2651848,18.29124176
4.62,335.7484963,63.72293473,5.26888,18.32184517
4.622,336.573718,63.83476823,5.2725768,18.35249286
4.624,337.4007455,63.94676789,5.2762752,18.38318487
4.626,338.2295823,64.0589339,5.2799752,18.41392125
4.628,339.0602318,64.17126646,5.2836768,18.44470205
4.63,339.8926974,64.28376575,5.28738,18.47552732
4.632,340.7269824,64.39643198,5.2910848,18.50639712
4.634,341.5630904,64.50926534,5.2947912,18.53731149
4.636,342.4010248,64.62226602,5.2984992,18.56827048
4.638,343.240789,64.73543422,5.3022088,18.59927416
4.64,344.0823864,64.84877014,5.30592,18.63032256
4.642,344.9258206,64.96227396,5.3096328,18.66141574
4.644,345.7710949,65.07594589,5.3133472,18.69255375
4.646,346.6182128,65.18978612,5.3170632,18.72373664
4.648,347.4671778,65.30379485,5.3207808,18.75496446
4.65,348.3179934,65.41797228,5.3245,18.78623727
4.652,349.170663,65.53231859,5.3282208,18.81755511
4.654,350.0251901,65.64683399,5.3319432,18.84891803
4.656,350.8815782,65.76151867,5.3356672,18.8803261
4.658,351.7398308,65.87637283,5.3393928,18.91177935
4.66,352.5999514,65.99139667,5.34312,18.94327785
4.662,353.4619434,66.10659038,5.3468488,18.97482163
4.664,354.3258105,66.22195416,5.3505792,19.00641076
4.666,355.1915561,66.33748821,5.3543112,19.03804529
4.668,356.0591837,66.45319273,5.3580448,19.06972526
4.67,356.9286969,66.5690679,5.36178,19.10145073
4.672,357.8000992,66.68511394,5.3655168,19.13322175
4.674,358.6733941,66.80133104,5.3692552,19.16503837
4.676,359.5485851,66.9177194,5.3729952,19.19690064
4.678,360.4256759,67.03427921,5.3767368,19.22880862
4.68,361.3046699,67.15101067,5.38048,19.26076236
4.682,362.1855707,67.26791399,5.3842248,19.29276191
4.684,363.068382,67.38498936,5.3879712,19.32480732
4.686,363.9531072,67.50223698,5.3917192,19.35689864
4.688,364.8397499,67.61965705,5.3954688,19.38903593
4.69,365.7283137,67.73724977,5.39922,19.42121923
4.692,366.6188022,67.85501533,5.4029728,19.45344861
4.694,367.511219,67.97295395,5.4067272,19.4857241
4.696,368.4055677,68.09106581,5.4104832,19.51804577
4.698,369.3018518,68.20935112,5.4142408,19.55041367
4.7,370.200075,68.32781008,5.418,19.58282785
4.702,371.100241,68.44644289,5.4217608,19.61528835
4.704,372.0023532,68.56524975,5.4255232,19.64779524
4.706,372.9064154,68.68423085,5.4292872,19.68034857
4.708,373.8124312,68.80338641,5.4330528,19.71294838
4.71,374.7204041,68.92271661,5.43682,19.74559473
4.712,375.630338,69.04222167,5.4405888,19.77828768
4.714,376.5422363,69.16190178,5.4443592,19.81102727
4.716,377.4561027,69.28175715,5.4481312,19.84381356
4.718,378.371941,69.40178797,5.4519048,19.87664661
4.72,379.2897547,69.52199446,5.45568,19.90952645
4.722,380.2095476,69.6423768,5.4594568,19.94245316
4.724,381.1313232,69.7629352,5.4632352,19.97542677
4.726,382.0550854,69.88366987,5.4670152,20.00844734
4.728,382.9808377,70.004581,5.4707968,20.04151493
4.73,383.9085839,70.1256688,5.47458,20.07462959
4.732,384.8383277,70.24693348,5.4783648,20.10779137
4.734,385.7700727,70.36837523,5.4821512,20.14100032
4.736,386.7038227,70.48999425,5.4859392,20.1742565
4.738,387.6395814,70.61179076,5.4897288,20.20755996
4.74,388.5773524,70.73376495,5.49352,20.24091076
4.742,389.5171397,70.85591703,5.4973128,20.27430894
4.744,390.4589467,70.9782472,5.5011072,20.30775456
4.746,391.4027774,71.10075567,5.5049032,20.34124767
4.748,392.3486354,71.22344264,5.5087008,20.37478833
4.75,393.2965245,71.3463083,5.5125,20.40837659
4.752,394.2464485,71.46935288,5.5163008,20.44201251
4.754,395.198411,71.59257657,5.5201032,20.47569613
4.756,396.1524159,71.71597958,5.5239072,20.50942751
4.758,397.108467,71.83956211,5.5277128,20.5432067
4.76,398.066568,71.96332436,5.53152,20.57703376
4.762,399.0267226,72.08726655,5.5353288,20.61090874
4.764,399.9889348,72.21138887,5.5391392,20.6448317
4.766,400.9532082,72.33569154,5.5429512,20.67880268
4.768,401.9195467,72.46017475,5.5467648,20.71282174
4.77,402.8879541,72.58483872,5.55058,20.74688895
4.772,403.8584342,72.70968365,5.5543968,20.78100434
4.774,404.8309908,72.83470975,5.5582152,20.81516797
4.776,405.8056277,72.95991722,5.5620352,20.8493799
4.778,406.7823489,73.08530626,5.5658568,20.88364018
4.78,407.761158,73.2108771,5.56968,20.91794887
4.782,408.7420589,73.33662992,5.5735048,20.95230602
4.784,409.7250555,73.46256495,5.5773312,20.98671168
4.786,410.7101517,73.58868238,5.5811592,21.02116591
4.788,411.6973512,73.71498242,5.5849888,21.05566875
4.79,412.686658,73.84146529,5.58882,21.09022028
4.792,413.678076,73.96813119,5.5926528,21.12482053
4.794,414.6716089,74.09498032,5.5964872,21.15946957
4.796,415.6672608,74.22201289,5.6003232,21.19416745
4.798,416.6650354,74.34922912,5.6041608,21.22891422
4.8,417.6649366,74.47662921,5.608,21.26370994
4.802,418.6669685,74.60421337,5.6118408,21.29855466
4.804,419.6711348,74.73198181,5.6156832,21.33344843
4.806,420.6774394,74.85993473,5.6195272,21.36839132
4.808,421.6858864,74.98807235,5.6233728,21.40338337
4.81,422.6964796,75.11639488,5.62722,21.43842465
4.812,423.7092229,75.24490252,5.6310688,21.47351519
4.814,424.7241203,75.37359548,5.6349192,21.50865507
4.816,425.7411758,75.50247397,5.6387712,21.54384433
4.818,426.7603932,75.63153821,5.6426248,21.57908303
4.82,427.7817765,75.7607884,5.64648,21.61437123
4.822,428.8053297,75.89022476,5.6503368,21.64970897
4.824,429.8310567,76.01984748,5.6541952,21.68509632
4.826,430.8589616,76.14965679,5.6580552,21.72053332
4.828,431.8890482,76.2796529,5.6619168,21.75602004
4.83,432.9213206,76.409836,5.66578,21.79155653
4.832,433.9557828,76.54020633,5.6696448,21.82714284
4.834,434.9924387,76.67076408,5.6735112,21.86277903
4.836,436.0312924,76.80150947,5.6773792,21.89846516
4.838,437.0723478,76.93244271,5.6812488,21.93420127
4.84,438.115609,77.06356401,5.68512,21.96998743
4.842,439.16108,77.19487358,5.6889928,22.00582369
4.844,440.2087648,77.32637164,5.6928672,22.04171011
4.846,441.2586674,77.45805839,5.6967432,22.07764673
4.848,442.3107919,77.58993405,5.7006208,22.11363362
4.85,443.3651424,77.72199884,5.7045,22.14967084
4.852,444.4217228,77.85425296,5.7083808,22.18575843
4.854,445.4805372,77.98669662,5.7122632,22.22189645
4.856,446.5415897,78.11933005,5.7161472,22.25808497
4.858,447.6048844,78.25215344,5.7200328,22.29432402
4.86,448.6704253,78.38516703,5.72392,22.33061368
4.862,449.7382164,78.51837101,5.7278088,22.36695399
4.864,450.808262,78.65176561,5.7316992,22.40334502
4.866,451.8805661,78.78535103,5.7355912,22.43978681
4.868,452.9551327,78.91912749,5.7394848,22.47627942
4.87,454.031966,79.05309521,5.74338,22.51282291
4.872,455.1110701,79.1872544,5.7472768,22.54941734
4.874,456.192449,79.32160527,5.7511752,22.58606276
4.876,457.2761071,79.45614804,5.7550752,22.62275923
4.878,458.3620482,79.59088292,5.7589768,22.6595068
4.88,459.4502767,79.72581013,5.76288,22.69630552
4.882,460.5407965,79.86092988,5.7667848,22.73315547
4.884,461.633612,79.99624239,5.7706912,22.77005668
4.886,462.7287272,80.13174787,5.7745992,22.80700923
4.888,463.8261462,80.26744654,5.7785088,22.84401316
4.89,464.9258733,80.40333862,5.78242,22.88106852
4.892,466.0279126,80.53942432,5.7863328,22.91817539
4.894,467.1322683,80.67570385,5.7902472,22.95533381
4.896,468.2389446,80.81217744,5.7941632,22.99254384
4.898,469.3479457,80.9488453,5.7980808,23.02980554
4.9,470.4592757,81.08570764,5.802,23.06711895
4.902,471.5729389,81.22276468,5.8059208,23.10448415
4.904,472.6889395,81.36001665,5.8098432,23.14190119
4.906,473.8072816,81.49746375,5.8137672,23.17937012
4.908,474.9279696,81.63510621,5.8176928,23.21689099
4.91,476.0510076,81.77294423,5.82162,23.25446388
4.912,477.1763999,81.91097805,5.8255488,23.29208883
4.914,478.3041507,82.04920787,5.8294792,23.3297659
4.916,479.4342642,82.18763392,5.8334112,23.36749514
4.918,480.5667448,82.32625642,5.8373448,23.40527662
4.92,481.7015966,82.46507557,5.84128,23.44311039
4.922,482.838824,82.6040916,5.8452168,23.48099651
4.924,483.9784311,82.74330473,5.8491552,23.51893504
4.926,485.1204224,82.88271518,5.8530952,23.55692602
4.928,486.264802,83.02232316,5.8570368,23.59496953
4.93,487.4115743,83.1621289,5.86098,23.63306562
4.932,488.5607435,83.30213262,5.8649248,23.67121433
4.934,489.712314,83.44233453,5.8688712,23.70941575
4.936,490.86629,83.58273485,5.8728192,23.7476699
4.938,492.0226759,83.7233338,5.8767688,23.78597687
4.94,493.181476,83.86413161,5.88072,23.8243367
4.942,494.3426947,84.00512849,5.8846728,23.86274945
4.944,495.5063362,84.14632467,5.8886272,23.90121518
4.946,496.672405,84.28772036,5.8925832,23.93973394
4.948,497.8409052,84.42931578,5.8965408,23.9783058
4.95,499.0118414,84.57111117,5.9005,24.01693082
4.952,500.1852179,84.71310672,5.9044608,24.05560904
4.954,501.361039,84.85530268,5.9084232,24.09434052
4.956,502.5393091,84.99769925,5.9123872,24.13312534
4.958,503.7200326,85.14029667,5.9163528,24.17196353
4.96,504.9032139,85.28309515,5.92032,24.21085517
4.962,506.0888573,85.42609491,5.9242888,24.24980031
4.964,507.2769673,85.56929618,5.9282592,24.288799
4.966,508.4675483,85.71269918,5.9322312,24.3278513
4.968,509.6606047,85.85630413,5.9362048,24.36695728
4.97,510.8561408,86.00011125,5.94018,24.40611699
4.972,512.0541612,86.14412077,5.9441568,24.44533049
4.974,513.2546703,86.28833291,5.9481352,24.48459784
4.976,514.4576725,86.43274789,5.9521152,24.52391909
4.978,515.6631722,86.57736593,5.9560968,24.56329431
4.98,516.8711739,86.72218726,5.96008,24.60272354
4.982,518.081682,86.86721211,5.9640648,24.64220686
4.984,519.2947011,87.01244069,5.9680512,24.68174432
4.986,520.5102355,87.15787323,5.9720392,24.72133597
4.988,521.7282898,87.30350996,5.9760288,24.76098188
4.99,522.9488685,87.44935109,5.98002,24.80068211
4.992,524.171976,87.59539686,5.9840128,24.84043671
4.994,525.3976169,87.74164748,5.9880072,24.88024574
4.996,526.6257955,87.88810318,5.9920032,24.92010925
4.998,527.8565166,88.0347642,5.9960008,24.96002732
5,529.0897844,88.18163074,6,25
5.002,530.3256037,88.32870304,6.0040008,25.04002734
5.004,531.5639789,88.47598132,6.0080032,25.08010941
5.006,532.8049146,88.62346582,6.0120072,25.12024626
5.008,534.0484152,88.77115674,6.0160128,25.16043796
5.01,535.2944854,88.91905433,6.02002,25.20068456
5.012,536.5431297,89.0671588,6.0240288,25.24098612
5.014,537.7943527,89.21547038,6.0280392,25.2813427
