M,p0_p,rho0_rho,T0_T,A_Astar
7.116,4596.109937,413.040986,11.1274912,112.0500619
7.118,4604.346118,413.5695401,11.1331848,112.1906159
7.12,4612.595155,414.0986486,11.13888,112.3313153
7.122,4620.857065,414.6283119,11.1445768,112.4721602
7.124,4629.131865,415.1585303,11.1502752,112.6131509
7.126,4637.419571,415.6893044,11.1559752,112.7542873
7.128,4645.720201,416.2206346,11.1616768,112.8955697
7.13,4654.033773,416.7525214,11.16738,113.036998
7.132,4662.360302,417.2849652,11.1730848,113.1785725
7.134,4670.699806,417.8179664,11.1787912,113.3202933
7.136,4679.052302,418.3515255,11.1844992,113.4621605
7.138,4687.417808,418.885643,11.1902088,113.6041741
7.14,4695.79634,419.4203192,11.19592,113.7463344
7.142,4704.187916,419.9555547,11.2016328,113.8886413
7.144,4712.592552,420.4913498,11.2073472,114.0310952
7.146,4721.010267,421.0277051,11.2130632,114.1736959
7.148,4729.441076,421.564621,11.2187808,114.3164438
7.15,4737.884998,422.1020979,11.2245,114.4593388
7.152,4746.34205,422.6401363,11.2302208,114.6023812
7.154,4754.812249,423.1787367,11.2359432,114.745571
7.156,4763.295612,423.7178994,11.2416672,114.8889083
7.158,4771.792156,424.2576249,11.2473928,115.0323933
7.16,4780.301899,424.7979138,11.25312,115.176026
7.162,4788.824859,425.3387663,11.2588488,115.3198067
7.164,4797.361052,425.8801831,11.2645792,115.4637354
7.166,4805.910496,426.4221645,11.2703112,115.6078122
7.168,4814.473209,426.964711,11.2760448,115.7520372
7.17,4823.049207,427.507823,11.28178,115.8964106
7.172,4831.638509,428.051501,11.2875168,116.0409325
7.174,4840.241131,428.5957455,11.2932552,116.185603
7.176,4848.857092,429.1405568,11.2989952,116.3304222
7.178,4857.486408,429.6859355,11.3047368,116.4753902
7.18,4866.129097,430.231882,11.31048,116.6205072
7.182,4874.785177,430.7783968,11.3162248,116.7657733
7.184,4883.454665,431.3254803,11.3219712,116.9111885
7.186,4892.13758,431.8731329,11.3277192,117.0567531
7.188,4900.833937,432.4213552,11.3334688,117.2024671
7.19,4909.543756,432.9701475,11.33922,117.3483306
7.192,4918.267053,433.5195103,11.3449728,117.4943438
7.194,4927.003847,434.0694442,11.3507272,117.6405068
7.196,4935.754154,434.6199494,11.3564832,117.7868196
7.198,4944.517993,435.1710266,11.3622408,117.9332825
7.2,4953.295382,435.7226761,11.368,118.0798955
7.202,4962.086338,436.2748984,11.3737608,118.2266588
7.204,4970.890878,436.827694,11.3795232,118.3735724
7.206,4979.709021,437.3810633,11.3852872,118.5206365
7.208,4988.540784,437.9350067,11.3910528,118.6678513
7.21,4997.386186,438.4895248,11.39682,118.8152167
7.212,5006.245243,439.044618,11.4025888,118.962733
7.214,5015.117975,439.6002867,11.4083592,119.1104003
7.216,5024.004398,440.1565314,11.4141312,119.2582187
7.218,5032.90453,440.7133525,11.4199048,119.4061882
7.22,5041.81839,441.2707506,11.42568,119.5543091
7.222,5050.745995,441.8287261,11.4314568,119.7025814
7.224,5059.687363,442.3872793,11.4372352,119.8510053
7.226,5068.642513,442.9464109,11.4430152,119.9995809
7.228,5077.611462,443.5061212,11.4487968,120.1483082
7.23,5086.594227,444.0664108,11.45458,120.2971875
7.232,5095.590828,444.62728,11.4603648,120.4462188
7.234,5104.601283,445.1887293,11.4661512,120.5954023
7.236,5113.625608,445.7507592,11.4719392,120.744738
7.238,5122.663823,446.3133702,11.4777288,120.8942262
7.24,5131.715945,446.8765626,11.48352,121.0438668
7.242,5140.781992,447.4403371,11.4893128,121.1936601
7.244,5149.861983,448.0046939,11.4951072,121.3436062
7.246,5158.955936,448.5696337,11.5009032,121.4937051
7.248,5168.063868,449.1351568,11.5067008,121.643957
7.25,5177.185799,449.7012637,11.5125,121.794362
7.252,5186.321746,450.2679549,11.5183008,121.9449203
7.254,5195.471727,450.8352309,11.5241032,122.0956319
7.256,5204.635761,451.403092,11.5299072,122.246497
7.258,5213.813866,451.9715388,11.5357128,122.3975157
7.26,5223.00606,452.5405717,11.54152,122.5486882
7.262,5232.212361,453.1101913,11.5473288,122.7000144
7.264,5241.432789,453.6803978,11.5531392,122.8514946
7.266,5250.66736,454.2511919,11.5589512,123.0031289
7.268,5259.916094,454.822574,11.5647648,123.1549174
7.27,5269.179009,455.3945445,11.57058,123.3068602
7.272,5278.456123,455.9671039,11.5763968,123.4589574
7.274,5287.747454,456.5402527,11.5822152,123.6112092
7.276,5297.053022,457.1139914,11.5880352,123.7636157
7.278,5306.372844,457.6883203,11.5938568,123.916177
7.28,5315.70694,458.26324,11.59968,124.0688932
7.282,5325.055326,458.8387509,11.6055048,124.2217645
7.284,5334.418023,459.4148536,11.6113312,124.3747909
7.286,5343.795048,459.9915484,11.6171592,124.5279726
7.288,5353.18642,460.5688358,11.6229888,124.6813098
7.29,5362.592158,461.1467164,11.62882,124.8348024
7.292,5372.01228,461.7251905,11.6346528,124.9884507
7.294,5381.446805,462.3042586,11.6404872,125.1422548
7.296,5390.895751,462.8839213,11.6463232,125.2962148
7.298,5400.359137,463.4641789,11.6521608,125.4503307
7.3,5409.836982,464.0450319,11.658,125.6046029
7.302,5419.329304,464.6264809,11.6638408,125.7590312
7.304,5428.836123,465.2085262,11.6696832,125.913616
7.306,5438.357456,465.7911684,11.6755272,126.0683573
7.308,5447.893322,466.3744078,11.6813728,126.2232552
7.31,5457.443741,466.9582451,11.68722,126.3783098
7.312,5467.008731,467.5426806,11.6930688,126.5335213
7.314,5476.588311,468.1277149,11.6989192,126.6888898
7.316,5486.1825,468.7133483,11.7047712,126.8444154
7.318,5495.791316,469.2995814,11.7106248,127.0000982
7.32,5505.414778,469.8864146,11.71648,127.1559384
7.322,5515.052906,470.4738484,11.7223368,127.3119361
7.324,5524.705718,471.0618833,11.7281952,127.4680914
7.326,5534.373233,471.6505197,11.7340552,127.6244044
7.328,5544.05547,472.2397581,11.7399168,127.7808752
7.33,5553.752448,472.829599,11.74578,127.9375041
7.332,5563.464186,473.4200429,11.7516448,128.094291
7.334,5573.190702,474.0110902,11.7575112,128.2512361
7.336,5582.932017,474.6027415,11.7633792,128.4083396
7.338,5592.688149,475.194997,11.7692488,128.5656015
7.34,5602.459116,475.7878575,11.77512,128.723022
7.342,5612.244939,476.3813232,11.7809928,128.8806012
7.344,5622.045636,476.9753948,11.7868672,129.0383393
7.346,5631.861226,477.5700726,11.7927432,129.1962363
7.348,5641.691729,478.1653572,11.7986208,129.3542924
7.35,5651.537163,478.761249,11.8045,129.5125076
7.352,5661.397549,479.3577484,11.8103808,129.6708822
7.354,5671.272904,479.9548561,11.8162632,129.8294163
7.356,5681.163248,480.5525724,11.8221472,129.9881099
7.358,5691.0686,481.1508978,11.8280328,130.1469632
7.36,5700.988981,481.7498328,11.83392,130.3059763
7.362,5710.924408,482.3493778,11.8398088,130.4651494
7.364,5720.874901,482.9495334,11.8456992,130.6244825
7.366,5730.84048,483.5503,11.8515912,130.7839759
7.368,5740.821164,484.1516781,11.8574848,130.9436295
7.37,5750.816973,484.7536682,11.86338,131.1034436
7.372,5760.827924,485.3562708,11.8692768,131.2634182
7.374,5770.854039,485.9594862,11.8751752,131.4235535
7.376,5780.895336,486.5633151,11.8810752,131.5838496
7.378,5790.951835,487.1677578,11.8869768,131.7443067
7.38,5801.023555,487.7728149,11.89288,131.9049248
7.382,5811.110517,488.3784869,11.8987848,132.0657041
7.384,5821.212738,488.9847742,11.9046912,132.2266447
7.386,5831.330239,489.5916772,11.9105992,132.3877467
7.388,5841.46304,490.1991966,11.9165088,132.5490103
7.39,5851.611159,490.8073326,11.92242,132.7104355
7.392,5861.774617,491.416086,11.9283328,132.8720226
7.394,5871.953433,492.025457,11.9342472,133.0337716
7.396,5882.147626,492.6354462,11.9401632,133.1956826
7.398,5892.357217,493.2460541,11.9460808,133.3577558
7.4,5902.582225,493.8572812,11.952,133.5199914
7.402,5912.822669,494.4691279,11.9579208,133.6823893
7.404,5923.07857,495.0815947,11.9638432,133.8449498
7.406,5933.349947,495.6946821,11.9697672,134.007673
7.408,5943.63682,496.3083906,11.9756928,134.170559
7.41,5953.939208,496.9227206,11.98162,134.3336079
7.412,5964.257131,497.5376727,11.9875488,134.4968198
7.414,5974.59061,498.1532473,11.9934792,134.660195
7.416,5984.939664,498.7694449,11.9994112,134.8237334
7.418,5995.304312,499.3862661,12.0053448,134.9874353
7.42,6005.684575,500.0037111,12.01128,135.1513008
7.422,6016.080473,500.6217807,12.0172168,135.3153299
7.424,6026.492025,501.2404752,12.0231552,135.4795228
7.426,6036.919252,501.8597951,12.0290952,135.6438797
7.428,6047.362173,502.4797409,12.0350368,135.8084006
7.43,6057.820808,503.1003131,12.04098,135.9730857
7.432,6068.295177,503.7215122,12.0469248,136.1379351
7.434,6078.785301,504.3433386,12.0528712,136.3029489
7.436,6089.291199,504.9657929,12.0588192,136.4681273
7.438,6099.812891,505.5888755,12.0647688,136.6334704
7.44,6110.350398,506.212587,12.07072,136.7989783
7.442,6120.903739,506.8369277,12.0766728,136.9646512
7.444,6131.472935,507.4618983,12.0826272,137.1304891
7.446,6142.058005,508.0874991,12.0885832,137.2964922
7.448,6152.658971,508.7137306,12.0945408,137.4626607
7.45,6163.275851,509.3405935,12.1005,137.6289945
7.452,6173.908667,509.968088,12.1064608,137.795494
7.454,6184.557438,510.5962148,12.1124232,137.9621591
7.456,6195.222185,511.2249743,12.1183872,138.1289901
7.458,6205.902928,511.854367,12.1243528,138.2959871
7.46,6216.599687,512.4843934,12.13032,138.4631501
7.462,6227.312483,513.115054,12.1362888,138.6304793
7.464,6238.041335,513.7463492,12.1422592,138.7979749
7.466,6248.786265,514.3782796,12.1482312,138.9656369
7.468,6259.547292,515.0108457,12.1542048,139.1334655
7.47,6270.324438,515.6440478,12.16018,139.3014608
7.472,6281.117721,516.2778866,12.1661568,139.469623
7.474,6291.927163,516.9123625,12.1721352,139.6379521
7.476,6302.752785,517.547476,12.1781152,139.8064484
7.478,6313.594606,518.1832276,12.1840968,139.9751118
7.48,6324.452647,518.8196178,12.19008,140.1439427
7.482,6335.326929,519.4566471,12.1960648,140.312941
7.484,6346.217472,520.0943159,12.2020512,140.4821069
7.486,6357.124296,520.7326248,12.2080392,140.6514405
7.488,6368.047423,521.3715742,12.2140288,140.820942
7.49,6378.986873,522.0111647,12.22002,140.9906115
7.492,6389.942666,522.6513967,12.2260128,141.1604492
7.494,6400.914824,523.2922708,12.2320072,141.330455
7.496,6411.903366,523.9337873,12.2380032,141.5006293
7.498,6422.908314,524.5759469,12.2440008,141.670972
7.5,6433.929688,525.21875,12.25,141.8414834
7.502,6444.967508,525.8621971,12.2560008,142.0121636
7.504,6456.021796,526.5062887,12.2620032,142.1830126
7.506,6467.092573,527.1510252,12.2680072,142.3540306
7.508,6478.179859,527.7964073,12.2740128,142.5252178
7.51,6489.283674,528.4424353,12.28002,142.6965743
7.512,6500.404041,529.0891098,12.2860288,142.8681002
7.514,6511.540979,529.7364312,12.2920392,143.0397956
7.516,6522.694509,530.3844002,12.2980512,143.2116607
7.518,6533.864653,531.0330171,12.3040648,143.3836955
7.52,6545.051431,531.6822824,12.31008,143.5559003
7.522,6556.254864,532.3321967,12.3160968,143.7282751
7.524,6567.474973,532.9827604,12.3221152,143.9008201
7.526,6578.71178,533.6339741,12.3281352,144.0735354
7.528,6589.965304,534.2858382,12.3341568,144.2464212
7.53,6601.235568,534.9383533,12.34018,144.4194775
7.532,6612.522592,535.5915197,12.3462048,144.5927045
7.534,6623.826397,536.2453382,12.3522312,144.7661023
7.536,6635.147004,536.899809,12.3582592,144.9396711
7.538,6646.484435,537.5549328,12.3642888,145.1134109
7.54,6657.83871,538.21071,12.37032,145.287322
7.542,6669.209851,538.8671411,12.3763528,145.4614044
7.544,6680.597879,539.5242267,12.3823872,145.6356583
7.546,6692.002814,540.1819672,12.3884232,145.8100838
7.548,6703.424679,540.8403631,12.3944608,145.984681
7.55,6714.863495,541.4994149,12.4005,146.1594501
7.552,6726.319282,542.1591232,12.4065408,146.3343911
7.554,6737.792062,542.8194883,12.4125832,146.5095043
7.556,6749.281856,543.4805109,12.4186272,146.6847897
7.558,6760.788686,544.1421915,12.4246728,146.8602475
7.56,6772.312572,544.8045304,12.43072,147.0358779
7.562,6783.853537,545.4675283,12.4367688,147.2116808
7.564,6795.411602,546.1311856,12.4428192,147.3876566
7.566,6806.986788,546.7955029,12.4488712,147.5638052
7.568,6818.579116,547.4604805,12.4549248,147.7401269
7.57,6830.188608,548.1261191,12.46098,147.9166217
7.572,6841.815286,548.7924192,12.4670368,148.0932898
7.574,6853.45917,549.4593812,12.4730952,148.2701314
7.576,6865.120283,550.1270056,12.4791552,148.4471465
7.578,6876.798645,550.795293,12.4852168,148.6243352
7.58,6888.49428,551.4642438,12.49128,148.8016978
7.582,6900.207207,552.1338586,12.4973448,148.9792344
7.584,6911.937449,552.8041379,12.5034112,149.156945
7.586,6923.685027,553.4750821,12.5094792,149.3348299
7.588,6935.449963,554.1466918,12.5155488,149.512889
7.59,6947.232279,554.8189674,12.52162,149.6911227
7.592,6959.031996,555.4919095,12.5276928,149.8695309
7.594,6970.849136,556.1655187,12.5337672,150.0481139
7.596,6982.68372,556.8397953,12.5398432,150.2268718
7.598,6994.535771,557.5147399,12.5459208,150.4058046
7.6,7006.405311,558.190353,12.552,150.5849126
7.602,7018.29236,558.8666351,12.5580808,150.7641959
7.604,7030.196941,559.5435867,12.5641632,150.9436545
7.606,7042.119076,560.2212084,12.5702472,151.1232887
7.608,7054.058787,560.8995006,12.5763328,151.3030985
7.61,7066.016094,561.5784638,12.58242,151.4830841
7.612,7077.991022,562.2580986,12.5885088,151.6632456
7.614,7089.98359,562.9384054,12.5945992,151.8435832
7.616,7101.993822,563.6193848,12.6006912,152.024097
7.618,7114.021739,564.3010372,12.6067848,152.204787
7.62,7126.067363,564.9833633,12.61288,152.3856536
7.622,7138.130716,565.6663634,12.6189768,152.5666967
7.624,7150.211821,566.3500381,12.6250752,152.7479165
7.626,7162.310699,567.0343879,12.6311752,152.9293132
7.628,7174.427372,567.7194134,12.6372768,153.1108868
7.63,7186.561863,568.405115,12.64338,153.2926376
7.632,7198.714193,569.0914932,12.6494848,153.4745656
7.634,7210.884385,569.7785486,12.6555912,153.6566709
7.636,7223.072461,570.4662816,12.6616992,153.8389538
7.638,7235.278443,571.1546928,12.6678088,154.0214144
7.64,7247.502354,571.8437827,12.67392,154.2040527
7.642,7259.744215,572.5335518,12.6800328,154.3868689
7.644,7272.004049,573.2240005,12.6861472,154.5698631
7.646,7284.281879,573.9151295,12.6922632,154.7530356
7.648,7296.577725,574.6069393,12.6983808,154.9363863
7.65,7308.891612,575.2994303,12.7045,155.1199155
7.652,7321.22356,575.992603,12.7106208,155.3036232
7.654,7333.573593,576.686458,12.7167432,155.4875097
7.656,7345.941733,577.3809958,12.7228672,155.671575
7.658,7358.328003,578.0762169,12.7289928,155.8558193
7.66,7370.732424,578.7721218,12.73512,156.0402426
7.662,7383.155019,579.468711,12.7412488,156.2248453
7.664,7395.595811,580.1659851,12.7473792,156.4096273
7.666,7408.054823,580.8639446,12.7535112,156.5945888
7.668,7420.532076,581.5625899,12.7596448,156.7797299
7.67,7433.027593,582.2619216,12.76578,156.9650508
7.672,7445.541397,582.9619401,12.7719168,157.1505517
7.674,7458.073511,583.6626462,12.7780552,157.3362326
7.676,7470.623957,584.3640401,12.7841952,157.5220936
7.678,7483.192757,585.0661225,12.7903368,157.708135
7.68,7495.779935,585.7688939,12.79648,157.8943568
7.682,7508.385513,586.4723548,12.8026248,158.0807592
7.684,7521.009514,587.1765056,12.8087712,158.2673424
7.686,7533.651961,587.881347,12.8149192,158.4541063
7.688,7546.312876,588.5868794,12.8210688,158.6410513
7.69,7558.992282,589.2931034,12.82722,158.8281774
7.692,7571.690202,590.0000194,12.8333728,159.0154847
7.694,7584.406658,590.7076281,12.8395272,159.2029735
7.696,7597.141674,591.4159299,12.8456832,159.3906437
7.698,7609.895273,592.1249252,12.8518408,159.5784956
7.7,7622.667477,592.8346148,12.858,159.7665293
7.702,7635.458309,593.544999,12.8641608,159.954745
7.704,7648.267793,594.2560784,12.8703232,160.1431427
7.706,7661.09595,594.9678535,12.8764872,160.3317226
7.708,7673.942805,595.6803249,12.8826528,160.5204848
7.71,7686.80838,596.393493,12.88882,160.7094295
7.712,7699.692698,597.1073583,12.8949888,160.8985568
7.714,7712.595783,597.8219215,12.9011592,161.0878669
7.716,7725.517656,598.537183,12.9073312,161.2773598
7.718,7738.458343,599.2531433,12.9135048,161.4670358
7.72,7751.417864,599.969803,12.91968,161.6568949
7.722,7764.396245,600.6871626,12.9258568,161.8469372
7.724,7777.393507,601.4052225,12.9320352,162.037163
7.726,7790.409675,602.1239834,12.9382152,162.2275724
7.728,7803.44477,602.8434458,12.9443968,162.4181654
7.73,7816.498818,603.5636101,12.95058,162.6089423
7.732,7829.57184,604.2844769,12.9567648,162.7999032
7.734,7842.66386,605.0060468,12.9629512,162.9910481
7.736,7855.774901,605.7283201,12.9691392,163.1823773
7.738,7868.904988,606.4512976,12.9753288,163.3738908
7.74,7882.054142,607.1749797,12.98152,163.5655889
7.742,7895.222388,607.8993668,12.9877128,163.7574716
7.744,7908.409748,608.6244597,12.9939072,163.949539
7.746,7921.616247,609.3502586,13.0001032,164.1417914
7.748,7934.841908,610.0767643,13.0063008,164.3342289
7.75,7948.086754,610.8039772,13.0125,164.5268515
7.752,7961.350808,611.5318979,13.0187008,164.7196595
7.754,7974.634095,612.2605268,13.0249032,164.9126529
7.756,7987.936638,612.9898646,13.0311072,165.105832
7.758,8001.25846,613.7199116,13.0373128,165.2991968
7.76,8014.599584,614.4506686,13.04352,165.4927474
7.762,8027.960036,615.1821359,13.0497288,165.6864841
7.764,8041.339837,615.9143141,13.0559392,165.8804069
7.766,8054.739013,616.6472038,13.0621512,166.074516
7.768,8068.157585,617.3808054,13.0683648,166.2688115
7.77,8081.595579,618.1151195,13.07458,166.4632936
7.772,8095.053018,618.8501467,13.0807968,166.6579624
7.774,8108.529926,619.5858874,13.0870152,166.8528181
7.776,8122.026326,620.3223422,13.0932352,167.0478607
7.778,8135.542243,621.0595116,13.0994568,167.2430904
7.78,8149.077699,621.7973962,13.10568,167.4385073
7.782,8162.63272,622.5359964,13.1119048,167.6341117
7.784,8176.207328,623.2753129,13.1181312,167.8299036
7.786,8189.801548,624.015346,13.1243592,168.0258831
7.788,8203.415403,624.7560965,13.1305888,168.2220505
7.79,8217.048918,625.4975647,13.13682,168.4184058
7.792,8230.702117,626.2397513,13.1430528,168.6149491
7.794,8244.375023,626.9826568,13.1492872,168.8116807
7.796,8258.067661,627.7262816,13.1555232,169.0086006
7.798,8271.780054,628.4706264,13.1617608,169.2057091
7.8,8285.512227,629.2156916,13.168,169.4030061
7.802,8299.264204,629.9614778,13.1742408,169.6004919
7.804,8313.036008,630.7079856,13.1804832,169.7981667
7.806,8326.827664,631.4552154,13.1867272,169.9960305
7.808,8340.639197,632.2031678,13.1929728,170.1940834
7.81,8354.470629,632.9518433,13.19922,170.3923257
7.812,8368.321987,633.7012425,13.2054688,170.5907575
7.814,8382.193292,634.4513659,13.2117192,170.7893788
7.816,8396.084571,635.202214,13.2179712,170.9881899
7.818,8409.995847,635.9537874,13.2242248,171.1871909
7.82,8423.927145,636.7060866,13.23048,171.3863819
7.822,8437.878488,637.4591122,13.2367368,171.5857631
7.824,8451.849902,638.2128646,13.2429952,171.7853345
7.826,8465.84141,638.9673444,13.2492552,171.9850964
7.828,8479.853037,639.7225522,13.2555168,172.1850489
7.83,8493.884808,640.4784884,13.26178,172.3851921
7.832,8507.936746,641.2351537,13.2680448,172.5855261
7.834,8522.008877,641.9925485,13.2743112,172.7860512
7.836,8536.101224,642.7506734,13.2805792,172.9867673
7.838,8550.213813,643.509529,13.2868488,173.1876748
7.84,8564.346668,644.2691157,13.29312,173.3887736
7.842,8578.499813,645.0294342,13.2993928,173.5900641
7.844,8592.673272,645.7904849,13.3056672,173.7915462
7.846,8606.867072,646.5522683,13.3119432,173.9932201
7.848,8621.081236,647.3147851,13.3182208,174.195086
